ENSEMBL_ID	CD_LPS_1	WD_LPS_1	CD_LPS_2	WD_LPS_2
ENSMUSG00000086588	0	0	0	0
ENSMUSG00000083705	0	0	0	0
ENSMUSG00000085336	0	0	0	0
ENSMUSG00000110653	0	0	0	0
ENSMUSG00000069588	0	0	0	0
ENSMUSG00000085419	0	0	0	0
ENSMUSG00000093485	0	0	0	0
ENSMUSG00000070330	0	0	0	0
ENSMUSG00000082562	0	0	0	0
ENSMUSG00000085059	0	0	0	0
ENSMUSG00000077065	0	0	0	0
ENSMUSG00000084887	0	0	0	0
ENSMUSG00000046697	0	0	0	0
ENSMUSG00000097614	0	0	0	0
ENSMUSG00000086306	0	0	0	0
ENSMUSG00000086547	0	0	0	0
ENSMUSG00000098704	0	0	0	0
ENSMUSG00000085548	0	0	0	0
ENSMUSG00000087675	0	0	0	0
ENSMUSG00000083870	0	0	0	0
ENSMUSG00000088670	0	0	0	0
ENSMUSG00000065600	0	0	0	0
ENSMUSG00000105524	0	0	0	0
ENSMUSG00000113114	0	0	0	0
ENSMUSG00000104657	0	0	0	0
ENSMUSG00000093264	0	0	0	0
ENSMUSG00000098955	0	0	0	0
ENSMUSG00000116045	0	0	0	0
ENSMUSG00000084983	0	0	0	0
ENSMUSG00000098282	0	0	0	0
ENSMUSG00000084822	0	0	0	0
ENSMUSG00000090758	0	0	0	0
ENSMUSG00000087638	0	0	0	0
ENSMUSG00000081686	0	0	0	0
ENSMUSG00000086835	0	0	0	0
ENSMUSG00000080616	0	0	0	0
ENSMUSG00000039364	0	0	0	0
ENSMUSG00000083137	0	0	0	0
ENSMUSG00000084853	0	0	0	0
ENSMUSG00000039337	0	0	0	0
ENSMUSG00000039321	0	0	0	0
ENSMUSG00000098981	0	0	0	0
ENSMUSG00000083155	0	0	0	0
ENSMUSG00000039238	0	0	0	0
ENSMUSG00000099690	0	0	0	0
ENSMUSG00000085970	0	0	0	0
ENSMUSG00000084401	0	0	0	0
ENSMUSG00000086684	0	0	0	0
ENSMUSG00000082947	0	0	0	0
ENSMUSG00000082831	0	0	0	0
ENSMUSG00000113740	0	0	0	0
ENSMUSG00000113763	0	0	0	0
ENSMUSG00000091834	0	0	0	0
ENSMUSG00000113784	0	0	0	0
ENSMUSG00000113920	0	0	0	0
ENSMUSG00000113560	0	0	0	0
ENSMUSG00000112973	0	0	0	0
ENSMUSG00000091304	0	0	0	0
ENSMUSG00000113271	0	0	0	0
ENSMUSG00000112968	0	0	0	0
ENSMUSG00000113636	0	0	0	0
ENSMUSG00000113534	0	0	0	0
ENSMUSG00000113259	0	0	0	0
ENSMUSG00000063130	0	0	0	0
ENSMUSG00000114091	0	0	0	0
ENSMUSG00000021216	0	0	0	0
ENSMUSG00000044988	0	0	0	0
ENSMUSG00000093010	0	0	0	0
ENSMUSG00000113667	0	0	0	0
ENSMUSG00000110055	0	0	0	0
ENSMUSG00000033715	0	0	0	0
ENSMUSG00000113788	0	0	0	0
ENSMUSG00000113517	0	0	0	0
ENSMUSG00000113744	0	0	0	0
ENSMUSG00000112986	0	0	0	0
ENSMUSG00000071551	0	0	0	0
ENSMUSG00000086265	0	0	0	0
ENSMUSG00000113175	0	0	0	0
ENSMUSG00000113004	0	0	0	0
ENSMUSG00000021210	0	0	0	0
ENSMUSG00000113214	0	0	0	0
ENSMUSG00000054757	0	0	0	0
ENSMUSG00000113717	0	0	0	0
ENSMUSG00000053499	0	0	0	0
ENSMUSG00000077473	0	0	0	0
ENSMUSG00000113668	0	0	0	0
ENSMUSG00000114098	0	0	0	0
ENSMUSG00000080562	0	0	0	0
ENSMUSG00000077971	0	0	0	0
ENSMUSG00000113483	0	0	0	0
ENSMUSG00000113765	0	0	0	0
ENSMUSG00000114097	0	0	0	0
ENSMUSG00000114195	0	0	0	0
ENSMUSG00000113545	0	0	0	0
ENSMUSG00000113932	0	0	0	0
ENSMUSG00000114017	0	0	0	0
ENSMUSG00000076407	0	0	0	0
ENSMUSG00000113241	0	0	0	0
ENSMUSG00000113112	0	0	0	0
ENSMUSG00000113225	0	0	0	0
ENSMUSG00000112939	0	0	0	0
ENSMUSG00000113828	0	0	0	0
ENSMUSG00000113316	0	0	0	0
ENSMUSG00000113508	0	0	0	0
ENSMUSG00000114126	0	0	0	0
ENSMUSG00000052551	0	0	0	0
ENSMUSG00000113810	0	0	0	0
ENSMUSG00000113073	0	0	0	0
ENSMUSG00000113978	0	0	0	0
ENSMUSG00000113742	0	0	0	0
ENSMUSG00000113391	0	0	0	0
ENSMUSG00000113245	0	0	0	0
ENSMUSG00000076030	0	0	0	0
ENSMUSG00000061988	0	0	0	0
ENSMUSG00000021148	0	0	0	0
ENSMUSG00000077484	0	0	0	0
ENSMUSG00000096771	0	0	0	0
ENSMUSG00000095414	0	0	0	0
ENSMUSG00000113466	0	0	0	0
ENSMUSG00000113731	0	0	0	0
ENSMUSG00000113543	0	0	0	0
ENSMUSG00000088442	0	0	0	0
ENSMUSG00000113936	0	0	0	0
ENSMUSG00000113755	0	0	0	0
ENSMUSG00000113984	0	0	0	0
ENSMUSG00000113065	0	0	0	0
ENSMUSG00000113869	0	0	0	0
ENSMUSG00000097859	0	0	0	0
ENSMUSG00000112955	0	0	0	0
ENSMUSG00000112948	0	0	0	0
ENSMUSG00000113905	0	0	0	0
ENSMUSG00000088366	0	0	0	0
ENSMUSG00000113355	0	0	0	0
ENSMUSG00000113754	0	0	0	0
ENSMUSG00000113146	0	0	0	0
ENSMUSG00000113502	0	0	0	0
ENSMUSG00000113695	0	0	0	0
ENSMUSG00000113261	0	0	0	0
ENSMUSG00000097009	0	0	0	0
ENSMUSG00000113758	0	0	0	0
ENSMUSG00000113243	0	0	0	0
ENSMUSG00000093260	0	0	0	0
ENSMUSG00000114134	0	0	0	0
ENSMUSG00000077618	0	0	0	0
ENSMUSG00000113593	0	0	0	0
ENSMUSG00000113799	0	0	0	0
ENSMUSG00000113269	0	0	0	0
ENSMUSG00000098110	0	0	0	0
ENSMUSG00000112947	0	0	0	0
ENSMUSG00000113347	0	0	0	0
ENSMUSG00000113848	0	0	0	0
ENSMUSG00000052374	0	0	0	0
ENSMUSG00000094185	0	0	0	0
ENSMUSG00000088112	0	0	0	0
ENSMUSG00000113021	0	0	0	0
ENSMUSG00000113308	0	0	0	0
ENSMUSG00000113996	0	0	0	0
ENSMUSG00000113148	0	0	0	0
ENSMUSG00000078141	0	0	0	0
ENSMUSG00000056457	0	0	0	0
ENSMUSG00000113053	0	0	0	0
ENSMUSG00000113117	0	0	0	0
ENSMUSG00000113353	0	0	0	0
ENSMUSG00000113256	0	0	0	0
ENSMUSG00000113049	0	0	0	0
ENSMUSG00000113150	0	0	0	0
ENSMUSG00000113567	0	0	0	0
ENSMUSG00000113624	0	0	0	0
ENSMUSG00000113319	0	0	0	0
ENSMUSG00000113675	0	0	0	0
ENSMUSG00000113908	0	0	0	0
ENSMUSG00000055360	0	0	0	0
ENSMUSG00000113221	0	0	0	0
ENSMUSG00000113371	0	0	0	0
ENSMUSG00000113729	0	0	0	0
ENSMUSG00000114152	0	0	0	0
ENSMUSG00000112938	0	0	0	0
ENSMUSG00000096198	0	0	0	0
ENSMUSG00000113027	0	0	0	0
ENSMUSG00000110123	0	0	0	0
ENSMUSG00000084734	0	0	0	0
ENSMUSG00000088470	0	0	0	0
ENSMUSG00000113445	0	0	0	0
ENSMUSG00000113444	0	0	0	0
ENSMUSG00000094865	0	0	0	0
ENSMUSG00000113380	0	0	0	0
ENSMUSG00000087898	0	0	0	0
ENSMUSG00000113493	0	0	0	0
ENSMUSG00000114087	0	0	0	0
ENSMUSG00000064653	0	0	0	0
ENSMUSG00000077802	0	0	0	0
ENSMUSG00000113563	0	0	0	0
ENSMUSG00000021301	0	0	0	0
ENSMUSG00000113981	0	0	0	0
ENSMUSG00000113654	0	0	0	0
ENSMUSG00000113345	0	0	0	0
ENSMUSG00000113686	0	0	0	0
ENSMUSG00000114176	0	0	0	0
ENSMUSG00000113240	0	0	0	0
ENSMUSG00000113410	0	0	0	0
ENSMUSG00000097806	0	0	0	0
ENSMUSG00000097684	0	0	0	0
ENSMUSG00000113191	0	0	0	0
ENSMUSG00000113309	0	0	0	0
ENSMUSG00000113338	0	0	0	0
ENSMUSG00000113290	0	0	0	0
ENSMUSG00000114057	0	0	0	0
ENSMUSG00000113080	0	0	0	0
ENSMUSG00000095584	0	0	0	0
ENSMUSG00000113715	0	0	0	0
ENSMUSG00000112962	0	0	0	0
ENSMUSG00000113038	0	0	0	0
ENSMUSG00000113924	0	0	0	0
ENSMUSG00000113232	0	0	0	0
ENSMUSG00000113972	0	0	0	0
ENSMUSG00000113862	0	0	0	0
ENSMUSG00000087872	0	0	0	0
ENSMUSG00000113851	0	0	0	0
ENSMUSG00000114114	0	0	0	0
ENSMUSG00000098218	0	0	0	0
ENSMUSG00000094754	0	0	0	0
ENSMUSG00000113024	0	0	0	0
ENSMUSG00000113219	0	0	0	0
ENSMUSG00000113889	0	0	0	0
ENSMUSG00000094665	0	0	0	0
ENSMUSG00000095025	0	0	0	0
ENSMUSG00000081285	0	0	0	0
ENSMUSG00000114077	0	0	0	0
ENSMUSG00000113030	0	0	0	0
ENSMUSG00000113847	0	0	0	0
ENSMUSG00000113496	0	0	0	0
ENSMUSG00000113470	0	0	0	0
ENSMUSG00000113893	0	0	0	0
ENSMUSG00000114118	0	0	0	0
ENSMUSG00000089046	0	0	0	0
ENSMUSG00000021314	0	0	0	0
ENSMUSG00000113576	0	0	0	0
ENSMUSG00000113993	0	0	0	0
ENSMUSG00000113028	0	0	0	0
ENSMUSG00000114080	0	0	0	0
ENSMUSG00000113378	0	0	0	0
ENSMUSG00000105715	0	0	0	0
ENSMUSG00000076744	0	0	0	0
ENSMUSG00000076746	0	0	0	0
ENSMUSG00000076747	0	0	0	0
ENSMUSG00000076750	0	0	0	0
ENSMUSG00000104630	0	0	0	0
ENSMUSG00000091682	0	0	0	0
ENSMUSG00000105830	0	0	0	0
ENSMUSG00000076755	0	0	0	0
ENSMUSG00000104959	0	0	0	0
ENSMUSG00000114189	0	0	0	0
ENSMUSG00000113251	0	0	0	0
ENSMUSG00000114009	0	0	0	0
ENSMUSG00000113542	0	0	0	0
ENSMUSG00000113130	0	0	0	0
ENSMUSG00000042869	0	0	0	0
ENSMUSG00000060404	0	0	0	0
ENSMUSG00000071522	0	0	0	0
ENSMUSG00000045474	0	0	0	0
ENSMUSG00000004344	0	0	0	0
ENSMUSG00000084414	0	0	0	0
ENSMUSG00000004341	0	0	0	0
ENSMUSG00000045508	0	0	0	0
ENSMUSG00000085788	0	0	0	0
ENSMUSG00000084590	0	0	0	0
ENSMUSG00000114702	0	0	0	0
ENSMUSG00000059459	0	0	0	0
ENSMUSG00000088563	0	0	0	0
ENSMUSG00000054890	0	0	0	0
ENSMUSG00000046016	0	0	0	0
ENSMUSG00000051258	0	0	0	0
ENSMUSG00000036658	0	0	0	0
ENSMUSG00000049737	0	0	0	0
ENSMUSG00000108534	0	0	0	0
ENSMUSG00000108674	0	0	0	0
ENSMUSG00000105014	0	0	0	0
ENSMUSG00000105238	0	0	0	0
ENSMUSG00000080076	0	0	0	0
ENSMUSG00000105580	0	0	0	0
ENSMUSG00000106281	0	0	0	0
ENSMUSG00000105256	0	0	0	0
ENSMUSG00000094777	0	0	0	0
ENSMUSG00000106440	0	0	0	0
ENSMUSG00000080770	0	0	0	0
ENSMUSG00000088148	0	0	0	0
ENSMUSG00000081576	0	0	0	0
ENSMUSG00000105839	0	0	0	0
ENSMUSG00000085393	0	0	0	0
ENSMUSG00000078917	0	0	0	0
ENSMUSG00000081265	0	0	0	0
ENSMUSG00000016982	0	0	0	0
ENSMUSG00000085827	0	0	0	0
ENSMUSG00000104608	0	0	0	0
ENSMUSG00000069302	0	0	0	0
ENSMUSG00000105433	0	0	0	0
ENSMUSG00000083873	0	0	0	0
ENSMUSG00000082869	0	0	0	0
ENSMUSG00000084072	0	0	0	0
ENSMUSG00000076237	0	0	0	0
ENSMUSG00000069299	0	0	0	0
ENSMUSG00000081334	0	0	0	0
ENSMUSG00000099611	0	0	0	0
ENSMUSG00000081469	0	0	0	0
ENSMUSG00000114620	0	0	0	0
ENSMUSG00000083167	0	0	0	0
ENSMUSG00000089973	0	0	0	0
ENSMUSG00000083319	0	0	0	0
ENSMUSG00000083348	0	0	0	0
ENSMUSG00000095916	0	0	0	0
ENSMUSG00000099787	0	0	0	0
ENSMUSG00000096817	0	0	0	0
ENSMUSG00000095684	0	0	0	0
ENSMUSG00000046932	0	0	0	0
ENSMUSG00000069297	0	0	0	0
ENSMUSG00000069296	0	0	0	0
ENSMUSG00000084038	0	0	0	0
ENSMUSG00000069295	0	0	0	0
ENSMUSG00000082785	0	0	0	0
ENSMUSG00000069294	0	0	0	0
ENSMUSG00000114499	0	0	0	0
ENSMUSG00000095125	0	0	0	0
ENSMUSG00000114666	0	0	0	0
ENSMUSG00000069292	0	0	0	0
ENSMUSG00000081080	0	0	0	0
ENSMUSG00000101073	0	0	0	0
ENSMUSG00000084924	0	0	0	0
ENSMUSG00000081283	0	0	0	0
ENSMUSG00000083940	0	0	0	0
ENSMUSG00000094898	0	0	0	0
ENSMUSG00000081717	0	0	0	0
ENSMUSG00000080697	0	0	0	0
ENSMUSG00000081495	0	0	0	0
ENSMUSG00000094379	0	0	0	0
ENSMUSG00000087688	0	0	0	0
ENSMUSG00000094637	0	0	0	0
ENSMUSG00000100296	0	0	0	0
ENSMUSG00000101578	0	0	0	0
ENSMUSG00000081914	0	0	0	0
ENSMUSG00000083413	0	0	0	0
ENSMUSG00000082178	0	0	0	0
ENSMUSG00000083673	0	0	0	0
ENSMUSG00000085221	0	0	0	0
ENSMUSG00000084136	0	0	0	0
ENSMUSG00000082540	0	0	0	0
ENSMUSG00000081531	0	0	0	0
ENSMUSG00000080730	0	0	0	0
ENSMUSG00000071493	0	0	0	0
ENSMUSG00000087643	0	0	0	0
ENSMUSG00000071491	0	0	0	0
ENSMUSG00000061296	0	0	0	0
ENSMUSG00000083297	0	0	0	0
ENSMUSG00000063998	0	0	0	0
ENSMUSG00000082037	0	0	0	0
ENSMUSG00000089615	0	0	0	0
ENSMUSG00000071490	0	0	0	0
ENSMUSG00000114527	0	0	0	0
ENSMUSG00000094264	0	0	0	0
ENSMUSG00000082340	0	0	0	0
ENSMUSG00000082268	0	0	0	0
ENSMUSG00000094485	0	0	0	0
ENSMUSG00000081060	0	0	0	0
ENSMUSG00000079064	0	0	0	0
ENSMUSG00000060024	0	0	0	0
ENSMUSG00000082656	0	0	0	0
ENSMUSG00000061829	0	0	0	0
ENSMUSG00000114394	0	0	0	0
ENSMUSG00000083124	0	0	0	0
ENSMUSG00000099917	0	0	0	0
ENSMUSG00000115697	0	0	0	0
ENSMUSG00000116057	0	0	0	0
ENSMUSG00000080861	0	0	0	0
ENSMUSG00000081912	0	0	0	0
ENSMUSG00000115791	0	0	0	0
ENSMUSG00000084315	0	0	0	0
ENSMUSG00000115020	0	0	0	0
ENSMUSG00000061376	0	0	0	0
ENSMUSG00000096099	0	0	0	0
ENSMUSG00000114699	0	0	0	0
ENSMUSG00000080794	0	0	0	0
ENSMUSG00000082316	0	0	0	0
ENSMUSG00000114811	0	0	0	0
ENSMUSG00000061022	0	0	0	0
ENSMUSG00000069280	0	0	0	0
ENSMUSG00000082593	0	0	0	0
ENSMUSG00000084096	0	0	0	0
ENSMUSG00000085488	0	0	0	0
ENSMUSG00000085122	0	0	0	0
ENSMUSG00000080698	0	0	0	0
ENSMUSG00000087097	0	0	0	0
ENSMUSG00000083667	0	0	0	0
ENSMUSG00000000706	0	0	0	0
ENSMUSG00000053216	0	0	0	0
ENSMUSG00000104750	0	0	0	0
ENSMUSG00000061991	0	0	0	0
ENSMUSG00000105109	0	0	0	0
ENSMUSG00000104771	0	0	0	0
ENSMUSG00000105924	0	0	0	0
ENSMUSG00000080741	0	0	0	0
ENSMUSG00000084753	0	0	0	0
ENSMUSG00000088030	0	0	0	0
ENSMUSG00000104997	0	0	0	0
ENSMUSG00000106595	0	0	0	0
ENSMUSG00000106203	0	0	0	0
ENSMUSG00000075029	0	0	0	0
ENSMUSG00000087173	0	0	0	0
ENSMUSG00000036110	0	0	0	0
ENSMUSG00000036083	0	0	0	0
ENSMUSG00000021335	0	0	0	0
ENSMUSG00000021336	0	0	0	0
ENSMUSG00000082558	0	0	0	0
ENSMUSG00000050799	0	0	0	0
ENSMUSG00000060081	0	0	0	0
ENSMUSG00000105874	0	0	0	0
ENSMUSG00000087603	0	0	0	0
ENSMUSG00000081707	0	0	0	0
ENSMUSG00000083409	0	0	0	0
ENSMUSG00000089580	0	0	0	0
ENSMUSG00000081909	0	0	0	0
ENSMUSG00000084788	0	0	0	0
ENSMUSG00000083165	0	0	0	0
ENSMUSG00000089413	0	0	0	0
ENSMUSG00000006711	0	0	0	0
ENSMUSG00000086796	0	0	0	0
ENSMUSG00000114228	0	0	0	0
ENSMUSG00000082667	0	0	0	0
ENSMUSG00000048978	0	0	0	0
ENSMUSG00000114427	0	0	0	0
ENSMUSG00000083919	0	0	0	0
ENSMUSG00000080840	0	0	0	0
ENSMUSG00000082161	0	0	0	0
ENSMUSG00000086531	0	0	0	0
ENSMUSG00000084358	0	0	0	0
ENSMUSG00000084811	0	0	0	0
ENSMUSG00000114660	0	0	0	0
ENSMUSG00000114225	0	0	0	0
ENSMUSG00000045835	0	0	0	0
ENSMUSG00000114342	0	0	0	0
ENSMUSG00000081653	0	0	0	0
ENSMUSG00000082236	0	0	0	0
ENSMUSG00000114646	0	0	0	0
ENSMUSG00000021342	0	0	0	0
ENSMUSG00000057170	0	0	0	0
ENSMUSG00000062737	0	0	0	0
ENSMUSG00000062201	0	0	0	0
ENSMUSG00000017922	0	0	0	0
ENSMUSG00000038891	0	0	0	0
ENSMUSG00000038883	0	0	0	0
ENSMUSG00000086698	0	0	0	0
ENSMUSG00000083096	0	0	0	0
ENSMUSG00000069259	0	0	0	0
ENSMUSG00000089749	0	0	0	0
ENSMUSG00000082306	0	0	0	0
ENSMUSG00000018259	0	0	0	0
ENSMUSG00000069258	0	0	0	0
ENSMUSG00000021345	0	0	0	0
ENSMUSG00000021346	0	0	0	0
ENSMUSG00000006490	0	0	0	0
ENSMUSG00000019756	0	0	0	0
ENSMUSG00000021347	0	0	0	0
ENSMUSG00000006488	0	0	0	0
ENSMUSG00000046899	0	0	0	0
ENSMUSG00000083946	0	0	0	0
ENSMUSG00000060738	0	0	0	0
ENSMUSG00000022886	0	0	0	0
ENSMUSG00000062551	0	0	0	0
ENSMUSG00000095744	0	0	0	0
ENSMUSG00000113672	0	0	0	0
ENSMUSG00000113281	0	0	0	0
ENSMUSG00000113916	0	0	0	0
ENSMUSG00000005891	0	0	0	0
ENSMUSG00000114182	0	0	0	0
ENSMUSG00000017064	0	0	0	0
ENSMUSG00000113418	0	0	0	0
ENSMUSG00000086785	0	0	0	0
ENSMUSG00000099158	0	0	0	0
ENSMUSG00000092093	0	0	0	0
ENSMUSG00000082861	0	0	0	0
ENSMUSG00000113352	0	0	0	0
ENSMUSG00000097461	0	0	0	0
ENSMUSG00000086363	0	0	0	0
ENSMUSG00000082730	0	0	0	0
ENSMUSG00000086423	0	0	0	0
ENSMUSG00000086893	0	0	0	0
ENSMUSG00000085188	0	0	0	0
ENSMUSG00000083676	0	0	0	0
ENSMUSG00000084669	0	0	0	0
ENSMUSG00000082648	0	0	0	0
ENSMUSG00000049115	0	0	0	0
ENSMUSG00000083882	0	0	0	0
ENSMUSG00000081905	0	0	0	0
ENSMUSG00000082014	0	0	0	0
ENSMUSG00000114161	0	0	0	0
ENSMUSG00000084175	0	0	0	0
ENSMUSG00000087460	0	0	0	0
ENSMUSG00000087662	0	0	0	0
ENSMUSG00000085620	0	0	0	0
ENSMUSG00000088693	0	0	0	0
ENSMUSG00000087140	0	0	0	0
ENSMUSG00000089052	0	0	0	0
ENSMUSG00000090863	0	0	0	0
ENSMUSG00000087220	0	0	0	0
ENSMUSG00000087276	0	0	0	0
ENSMUSG00000098266	0	0	0	0
ENSMUSG00000065843	0	0	0	0
ENSMUSG00000086144	0	0	0	0
ENSMUSG00000113119	0	0	0	0
ENSMUSG00000083149	0	0	0	0
ENSMUSG00000113935	0	0	0	0
ENSMUSG00000085770	0	0	0	0
ENSMUSG00000044951	0	0	0	0
ENSMUSG00000098788	0	0	0	0
ENSMUSG00000042874	0	0	0	0
ENSMUSG00000081433	0	0	0	0
ENSMUSG00000113726	0	0	0	0
ENSMUSG00000083653	0	0	0	0
ENSMUSG00000082893	0	0	0	0
ENSMUSG00000021404	0	0	0	0
ENSMUSG00000054266	0	0	0	0
ENSMUSG00000081237	0	0	0	0
ENSMUSG00000113703	0	0	0	0
ENSMUSG00000062342	0	0	0	0
ENSMUSG00000038327	0	0	0	0
ENSMUSG00000071452	0	0	0	0
ENSMUSG00000057726	0	0	0	0
ENSMUSG00000081903	0	0	0	0
ENSMUSG00000081288	0	0	0	0
ENSMUSG00000082722	0	0	0	0
ENSMUSG00000089229	0	0	0	0
ENSMUSG00000113016	0	0	0	0
ENSMUSG00000113398	0	0	0	0
ENSMUSG00000083042	0	0	0	0
ENSMUSG00000047889	0	0	0	0
ENSMUSG00000082986	0	0	0	0
ENSMUSG00000097202	0	0	0	0
ENSMUSG00000097931	0	0	0	0
ENSMUSG00000097190	0	0	0	0
ENSMUSG00000097054	0	0	0	0
ENSMUSG00000080317	0	0	0	0
ENSMUSG00000089642	0	0	0	0
ENSMUSG00000069248	0	0	0	0
ENSMUSG00000052180	0	0	0	0
ENSMUSG00000091462	0	0	0	0
ENSMUSG00000113645	0	0	0	0
ENSMUSG00000113883	0	0	0	0
ENSMUSG00000088573	0	0	0	0
ENSMUSG00000113430	0	0	0	0
ENSMUSG00000113843	0	0	0	0
ENSMUSG00000114170	0	0	0	0
ENSMUSG00000113998	0	0	0	0
ENSMUSG00000113554	0	0	0	0
ENSMUSG00000113185	0	0	0	0
ENSMUSG00000086786	0	0	0	0
ENSMUSG00000113044	0	0	0	0
ENSMUSG00000113615	0	0	0	0
ENSMUSG00000113822	0	0	0	0
ENSMUSG00000113457	0	0	0	0
ENSMUSG00000038246	0	0	0	0
ENSMUSG00000113484	0	0	0	0
ENSMUSG00000114127	0	0	0	0
ENSMUSG00000021415	0	0	0	0
ENSMUSG00000098209	0	0	0	0
ENSMUSG00000113066	0	0	0	0
ENSMUSG00000114061	0	0	0	0
ENSMUSG00000113906	0	0	0	0
ENSMUSG00000114237	0	0	0	0
ENSMUSG00000077601	0	0	0	0
ENSMUSG00000114838	0	0	0	0
ENSMUSG00000114337	0	0	0	0
ENSMUSG00000114661	0	0	0	0
ENSMUSG00000065178	0	0	0	0
ENSMUSG00000114910	0	0	0	0
ENSMUSG00000114647	0	0	0	0
ENSMUSG00000114340	0	0	0	0
ENSMUSG00000114857	0	0	0	0
ENSMUSG00000114407	0	0	0	0
ENSMUSG00000114371	0	0	0	0
ENSMUSG00000114746	0	0	0	0
ENSMUSG00000077282	0	0	0	0
ENSMUSG00000114336	0	0	0	0
ENSMUSG00000114428	0	0	0	0
ENSMUSG00000114297	0	0	0	0
ENSMUSG00000114791	0	0	0	0
ENSMUSG00000114701	0	0	0	0
ENSMUSG00000114573	0	0	0	0
ENSMUSG00000114389	0	0	0	0
ENSMUSG00000100022	0	0	0	0
ENSMUSG00000114724	0	0	0	0
ENSMUSG00000114404	0	0	0	0
ENSMUSG00000114355	0	0	0	0
ENSMUSG00000114546	0	0	0	0
ENSMUSG00000114732	0	0	0	0
ENSMUSG00000114259	0	0	0	0
ENSMUSG00000114800	0	0	0	0
ENSMUSG00000098481	0	0	0	0
ENSMUSG00000103789	0	0	0	0
ENSMUSG00000114799	0	0	0	0
ENSMUSG00000114525	0	0	0	0
ENSMUSG00000114861	0	0	0	0
ENSMUSG00000039004	0	0	0	0
ENSMUSG00000114895	0	0	0	0
ENSMUSG00000114399	0	0	0	0
ENSMUSG00000114331	0	0	0	0
ENSMUSG00000114866	0	0	0	0
ENSMUSG00000114830	0	0	0	0
ENSMUSG00000114651	0	0	0	0
ENSMUSG00000114767	0	0	0	0
ENSMUSG00000114813	0	0	0	0
ENSMUSG00000114845	0	0	0	0
ENSMUSG00000114319	0	0	0	0
ENSMUSG00000087909	0	0	0	0
ENSMUSG00000114949	0	0	0	0
ENSMUSG00000114512	0	0	0	0
ENSMUSG00000114821	0	0	0	0
ENSMUSG00000114330	0	0	0	0
ENSMUSG00000114221	0	0	0	0
ENSMUSG00000114841	0	0	0	0
ENSMUSG00000114300	0	0	0	0
ENSMUSG00000114346	0	0	0	0
ENSMUSG00000114710	0	0	0	0
ENSMUSG00000114491	0	0	0	0
ENSMUSG00000114381	0	0	0	0
ENSMUSG00000065256	0	0	0	0
ENSMUSG00000114957	0	0	0	0
ENSMUSG00000047094	0	0	0	0
ENSMUSG00000114248	0	0	0	0
ENSMUSG00000114215	0	0	0	0
ENSMUSG00000114198	0	0	0	0
ENSMUSG00000114322	0	0	0	0
ENSMUSG00000055732	0	0	0	0
ENSMUSG00000114597	0	0	0	0
ENSMUSG00000114640	0	0	0	0
ENSMUSG00000090475	0	0	0	0
ENSMUSG00000114263	0	0	0	0
ENSMUSG00000114560	0	0	0	0
ENSMUSG00000093269	0	0	0	0
ENSMUSG00000114662	0	0	0	0
ENSMUSG00000114601	0	0	0	0
ENSMUSG00000114723	0	0	0	0
ENSMUSG00000114385	0	0	0	0
ENSMUSG00000114388	0	0	0	0
ENSMUSG00000114247	0	0	0	0
ENSMUSG00000090853	0	0	0	0
ENSMUSG00000114552	0	0	0	0
ENSMUSG00000092835	0	0	0	0
ENSMUSG00000085759	0	0	0	0
ENSMUSG00000099672	0	0	0	0
ENSMUSG00000103479	0	0	0	0
ENSMUSG00000089035	0	0	0	0
ENSMUSG00000113000	0	0	0	0
ENSMUSG00000113367	0	0	0	0
ENSMUSG00000095255	0	0	0	0
ENSMUSG00000089710	0	0	0	0
ENSMUSG00000085276	0	0	0	0
ENSMUSG00000090135	0	0	0	0
ENSMUSG00000088527	0	0	0	0
ENSMUSG00000087202	0	0	0	0
ENSMUSG00000113891	0	0	0	0
ENSMUSG00000113177	0	0	0	0
ENSMUSG00000112983	0	0	0	0
ENSMUSG00000114121	0	0	0	0
ENSMUSG00000110016	0	0	0	0
ENSMUSG00000114192	0	0	0	0
ENSMUSG00000089107	0	0	0	0
ENSMUSG00000113671	0	0	0	0
ENSMUSG00000113252	0	0	0	0
ENSMUSG00000113276	0	0	0	0
ENSMUSG00000089815	0	0	0	0
ENSMUSG00000113458	0	0	0	0
ENSMUSG00000113186	0	0	0	0
ENSMUSG00000113727	0	0	0	0
ENSMUSG00000113689	0	0	0	0
ENSMUSG00000112936	0	0	0	0
ENSMUSG00000098107	0	0	0	0
ENSMUSG00000098124	0	0	0	0
ENSMUSG00000113730	0	0	0	0
ENSMUSG00000088189	0	0	0	0
ENSMUSG00000065656	0	0	0	0
ENSMUSG00000078915	0	0	0	0
ENSMUSG00000047061	0	0	0	0
ENSMUSG00000098136	0	0	0	0
ENSMUSG00000113772	0	0	0	0
ENSMUSG00000088203	0	0	0	0
ENSMUSG00000113446	0	0	0	0
ENSMUSG00000089211	0	0	0	0
ENSMUSG00000113987	0	0	0	0
ENSMUSG00000113860	0	0	0	0
ENSMUSG00000062282	0	0	0	0
ENSMUSG00000063529	0	0	0	0
ENSMUSG00000038132	0	0	0	0
ENSMUSG00000114752	0	0	0	0
ENSMUSG00000087913	0	0	0	0
ENSMUSG00000114596	0	0	0	0
ENSMUSG00000064558	0	0	0	0
ENSMUSG00000114917	0	0	0	0
ENSMUSG00000084466	0	0	0	0
ENSMUSG00000114449	0	0	0	0
